,score_1y,score_6m,score_3m,score_1m,score_2w,score_1w,alpha_1y,alpha_6m,alpha_3m,alpha_1m,alpha_2w,alpha_1w,final_moment_score,final_alpha_score,final_score,weighted_return,maxSR_portfolio_weights
AGSTRA,1.2051588442895955,1.6472059623620887,2.336208327354079,1.3413075506852596,0.9266623207743979,0.5064999300040526,1.2910364985930889,1.7515772260182478,2.9011123565045525,1.527024634793504,0.8922778294852141,1.2420639228593118,1.899937621355035,2.258979013893977,2.079458317624506,0.8065358609312607,0.0
ANANDRATHI,5.675422799309412,4.342540847914547,2.7722610835686776,1.5543288602887533,1.8098845802984855,1.1899425298940094,4.356123317293997,3.2228537371228536,2.222158303966638,1.0793286227548802,1.1683648512951899,0.7351897900103578,2.7209373694538743,2.079448486234354,2.400192927844114,1.4628820276179442,34.18
BANKINDIA,1.1791391994044427,1.9375481538536665,2.459139142339388,1.6474215851805547,1.316777524349966,2.183267643596864,0.9579624820327495,1.4250896446302217,1.5647436605400866,1.7665746911311258,1.068175729602579,1.0691948111061857,2.1113056774945935,1.5973621665354254,1.8543339220150095,0.6795263713273011,0.0
BLBLIMITED,0.5231601910634901,1.3475603069864874,1.4051601009475245,1.4551531269172058,1.6444415193615458,1.1804843308305835,0.6072295104823243,1.5576085607041263,1.8636554115354458,2.9979429818733174,3.9408904982107757,1.9192117777220499,1.4086380499462214,2.1427323124705433,1.7756851812083823,0.3173472493626446,0.0
CHOICEIN,2.8765724320465256,2.7472651553308576,3.0513855615246297,1.621211346292533,1.0887551785378555,1.0225549808652437,1.6104822330994064,1.1492536881282829,1.2863035490792634,1.264250350342745,0.7200117313718368,0.6873722968676695,2.5615092157162462,1.2522776172681118,1.9068934164921791,0.7950740466048842,21.38
CREST,1.4752180062576796,1.1305889749327613,1.876433162732405,1.470055270480097,1.3453436577547824,1.4808305265309085,2.046067797829677,1.4485293145032911,2.8399024506291997,2.742074885668469,2.4697345783840223,0.6550173747966429,1.605350957496784,2.5322795539157985,2.068815255706291,1.0829377020463347,0.0
DHANBANK,2.1211681766619606,2.3192413824176525,1.947712318675848,1.6416873767396505,1.955928961118651,0.933232707069056,2.726282337060489,2.986988259573785,2.6211750343387648,4.669487054879843,2.4859861774099317,0.8291221010777589,1.9302106488433497,3.3088312855480924,2.619520967195721,1.2924836573447878,0.88
DHUNINV,1.3671750111752399,1.764223826866611,1.89172174574108,1.3499752272903216,1.5218485905477572,1.1148573969316942,1.6162764852128837,2.151495660624668,2.4533467042687858,1.7709924433391935,1.944629866511259,1.1754635585280426,1.7036982064309587,2.188270217261085,1.9459842118460218,0.9239320716085042,2.56
GICRE,1.4615528816910452,1.502393979340171,1.6918134906534426,1.1657315694399661,1.253640378266268,1.0110021887173233,1.628561009496238,1.5340434314362343,2.030353574893126,2.0011499870947334,2.975958580772156,1.5571450184007047,1.4961050120267454,1.9223304698622297,1.7092177409444875,0.9509482792973877,0.0
HUDCO,3.6655096859579834,3.256934250445054,4.064229820838989,1.5884971608956349,1.604573479663552,1.3545284217445912,4.492040114619065,4.161928946745034,5.46674692507823,3.91814184202551,4.499670509569344,2.1221868741309997,3.1600509087771957,4.741201804495775,3.9506263566364854,1.643509952341588,2.07
IFCI,3.920901906078737,4.660763222678169,3.7801612950357053,2.1213782505173704,2.5149155093026567,1.2799103931310851,5.505580926947523,6.698998239962266,5.231987285378562,6.185919571015842,6.572327737024731,4.381433724278924,3.4586467672086973,5.811569161986487,4.6351079645975926,1.8391103340523345,1.19
IIFLSEC,1.6918816860622128,3.0250213760556113,2.03195274948696,1.1244291755322449,0.966782937876843,0.5053582526594325,2.078799199802436,3.17474648674882,2.036752466509153,0.708433297383989,0.5643493902670288,0.43483111501750465,1.958309402614276,1.8658555198195372,1.9120824612169067,1.0327989552369083,2.8
INDBANK,1.0221742926086035,1.5274444967669731,1.7204427526848036,1.2906872303854073,1.2892395594319381,1.0457214114966151,1.1550810814847932,1.7359934550486962,1.8629034428150888,2.497323914717744,3.2089884639565174,5.07158038248376,1.5529164448114186,2.027847586832607,1.7903820158220127,0.8045997849285552,0.0
INFIBEAM,1.4619596461409734,2.449250886753946,2.58838526052506,1.8798782019898375,1.7236822318043732,1.474949912913989,1.6348726959000086,2.890729033183375,2.9594939856302513,4.419929843200948,3.9951594437650444,5.258873932456242,2.3480062682102703,3.3838717524120847,2.8659390103111777,0.9756214617832935,0.0
IRFC,4.807461509161303,4.285672132504525,3.786985007599577,1.8251375216601433,1.22048637400696,0.6285143312053098,5.883742053665289,5.203749288631955,4.386853081436433,4.164390165609251,2.134351691123028,0.9364799395718465,3.2981681867987365,4.4834934481273825,3.8908308174630593,1.852690755209402,8.58
LICHSGFIN,1.3497938667352711,2.326668789538398,2.38828223312178,1.367117023359608,1.4824955581630386,2.3651208391830107,0.8236546142062511,1.255633708173706,1.2064386454742282,1.1403884951458148,1.2238982385797867,1.2400493405824753,2.069609981476452,1.1964626129155997,1.6330362971960257,0.5517692123914855,0.0
LICI,1.1998822636933903,1.422225044940256,2.3874402169017905,1.2878406448344393,1.0392473648937592,1.2530826539986646,0.8018468831992913,0.9459874578660146,1.8183722344483817,1.2536336357128013,1.043388847007536,0.8712170921621085,1.8645173108892783,1.4744736995112342,1.6694955052002562,0.4859344509444377,0.0
MONARCH,1.8271441938235655,2.055503440940459,2.1433078512221466,2.011217729355108,2.248490840836453,1.2974057176539804,1.9502597184899293,1.6688286000400219,1.6610523786585916,1.7854103934250147,1.104186567632586,0.5570067970217744,2.0861199326056976,1.6999150273648045,1.893017479985251,1.0473230164304914,1.14
MOTILALOFS,2.520726734655266,2.6089562837763802,2.9756099340524482,1.8542974432192618,1.5755893652887423,1.50754485656784,2.2876477407027833,2.2678346249293826,2.726529808554316,2.573387671836969,1.980968875600569,1.2042785491638908,2.565885456747279,2.5888481308141253,2.577366793780702,1.083413792766201,3.1
NIACL,1.400631456565476,1.7530578587862873,1.891652587926127,1.044399691145674,1.1274160026308002,0.9662841869241823,1.5354322721200382,1.8789254151896666,2.4787742376591595,1.0271329063274017,1.4609595039626866,0.7171436360726815,1.6097577730640233,1.9233120737657337,1.7665349234148784,0.8982986697738647,0.0
OSWALGREEN,0.7708247823511292,1.395664720857807,1.5361243000333324,1.2108441129096483,1.4620998149521767,0.8942435844109177,0.8523221186178264,1.6687582606648883,2.044787331432901,2.1899242969735933,3.574172426280571,4.188627820691332,1.410448328061122,2.013122606941506,1.711785467501314,0.6288754421316897,0.0
PAISALO,0.8208538558633234,1.5498950058092085,1.6626408124914143,1.2928844316708035,1.4313977907416917,1.0407174793991627,0.9686127508799586,1.6299266940475552,1.8347826263688263,1.6205303823827633,1.758911330816633,1.822356574305736,1.52916473690879,1.7295357667087532,1.6293502518087717,0.6761017099842029,0.0
PFC,4.805618409203323,2.581758919452176,2.8655418738861202,1.1682107265843067,1.3363725156165198,1.1039634535175773,4.050443876080502,2.164330686508576,2.2671755428616156,1.5007737478778762,2.098298296008954,1.954282385492537,2.2995859388087876,2.016686033095886,2.158135985952337,1.5000980872643304,15.63
PFS,2.588817792188004,2.372980819840203,2.014341450385117,1.387445586895911,1.4686721881214468,0.8529667852972759,3.4611468494235305,3.0343760992457014,2.6412674263178713,2.5866002961755274,3.6219441356159043,3.4307718495506303,1.8980005652293723,2.703489021860734,2.300744793545053,1.471695034128969,0.0
PNB,2.4489633640887267,2.8724585288452555,3.173577613152523,1.5722440988313773,1.7715277483600431,3.4532951873343705,1.6777898638228608,1.9111236409979449,1.8917225982698203,1.8768923299947011,2.0839252198790224,1.6752208842446403,2.6329537419947258,1.8911537263329095,2.2620537341638176,0.9226359939210373,0.0
RECLTD,4.993211043036917,3.3649312484561666,2.546757559502839,1.236065267098439,1.3982553657642747,0.9790126207643409,4.269726963209385,2.7973566563705408,1.9739943792536936,1.7660177375022694,2.3848762119012124,2.183052150845174,2.3171846095721844,2.076273842151636,2.19672922586191,1.5305097522384636,0.0
SOUTHBANK,1.416982653366588,2.194994134097529,1.9123717581182442,1.6169321644872716,1.4794761336929056,1.4411273755666842,1.4842028302559853,1.779437774510285,1.706187430863689,2.550815982375728,1.880069535165633,0.8465059809112989,1.8802643552248093,1.97422606504662,1.9272452101357147,0.8465795641156737,0.0
TATAINVEST,2.198568559852193,2.2771011157943524,2.0278000137848187,1.4623261493577215,1.498895099413955,1.354731665501795,2.4978418981660746,2.678535722313671,2.976352943604937,1.9119669656614264,1.771489319197622,0.4859820595520764,1.9080180748585962,2.5974737059636306,2.2527458904111133,1.1275691770911027,2.91
TFCILTD,1.63445270016099,1.9112249921472153,2.0210241899522927,1.6225826590012642,1.2677830154460439,0.6663272356882888,2.0221937828934875,2.492597691944124,2.9108495224629825,3.4535923055327182,1.1361098820695674,0.7280735076969835,1.8795318911059686,2.9900219912801314,2.43477694119305,1.092653283165532,1.57
THEINVEST,0.8844908988282548,2.3265461082814785,3.157149353807046,1.6736999817651137,1.4057098071500564,0.8290352571017895,1.2283280580544362,2.2052034402681526,3.462288808296104,1.2929088092234442,0.7524185057775815,0.41660550581206895,2.545993893089353,2.5600577349687157,2.5530258140290343,0.7324388990589037,2.03
